message,intent
Requesting 500 liters of drinking water for the shelter in Matara.,Supply
BREAKING: Water levels in Nilwala River (Kandy) have reached 10.9 meters. Warning!,Utility
I lost my ID card in the flood in Ratnapura. What should I do?,Other
My dog is missing in Wattala. Has anyone seen him?,Other
Electricity restored in some parts of Ratnapura. Infrastructure stable.,Utility
Donation needed: 8 packets of rice and curry for lunch in Ratnapura.,Supply
Donation needed: 4 packets of rice and curry for lunch in Ja-Ela.,Supply
Boat capsized in Kelaniya. 17 people in the water. Need help!,Rescue
Donation needed: 7 packets of rice and curry for lunch in Nuwara Eliya.,Supply
Help! My grandfather is bedridden and the water is knee deep. Location: Matara.,Medical
My brother has a high fever and we are cut off by floods in Wellampitiya.,Medical
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
River overflow in Wellampitiya. Level 7.5m. Critical warning issued.,Utility
Need ambulance to Matara for an elderly person with chest pain.,Medical
Requesting 500 liters of drinking water for the shelter in Nuwara Eliya.,Supply
Just saw on news that Kandy town is flooded. Hope everyone is safe.,Other
SOS: 5 people stranded on a rock in Mahaweli River. Water rising rapidly.,Rescue
We are trapped in the attic in Gampaha. 10 kids. Water is entering.,Rescue
River overflow in Wattala. Level 5.1m. Critical warning issued.,Utility
I lost my ID card in the flood in Kandy. What should I do?,Other
SOS: 2 people stranded on a rock in Kalu Ganga. Water rising rapidly.,Rescue
Gampaha hospital is requesting drinking water and food for patients.,Supply
SOS: 20 people stranded on a rock in Kalu Ganga. Water rising rapidly.,Rescue
Help! My grandmother is bedridden and the water is knee deep. Location: Ratnapura.,Medical
River overflow in Kegalle. Level 10.5m. Critical warning issued.,Utility
Is the highway open? I need to get to the airport from Badulla.,Utility
Help! My neighbor is bedridden and the water is knee deep. Location: Badulla.,Medical
SOS: 2 people stranded on a rock in Kelani River. Water rising rapidly.,Rescue
Does anyone have extra dry rations for the camp in Wattala?,Supply
Warning: Dengue risk is high in Colombo due to stagnant water.,Medical
Warning: Dengue risk is high in Kelaniya due to stagnant water.,Medical
Update: Kandy Road road cleared near Kandy. Traffic moving slowly.,Utility
Does anyone have extra dry rations for the camp in Kolonnawa?,Supply
SOS: 20 people trapped on a roof in Matara. Water rising fast.,Rescue
Emergency: Kelaniya area flooded. People stranded on top of a van.,Rescue
Gampaha hospital is requesting urgent medicine for 7 patients.,Medical
Just arrived at the shelter in Kandy. It's crowded but safe.,Other
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
River overflow in Colombo. Level 7.5m. Critical warning issued.,Utility
URGENT: Landslide in Kegalle. 16 houses buried. Need rescue team immediately.,Rescue
URGENT: Landslide in Ja-Ela. 20 houses buried. Need rescue team immediately.,Rescue
Donation needed: 6 packets of rice and curry for lunch in Wellampitiya.,Supply
Donation needed: 17 packets of rice and curry for lunch in Colombo.,Supply
Warning: Dengue risk is high in Badulla due to stagnant water.,Medical
I lost my ID card in the flood in Wattala. What should I do?,Other
Is the highway open? I need to get to the airport from Kandy.,Utility
We need blankets and clothes for the children at the Gampaha school.,Supply
Warning: Dengue risk is high in Gampaha due to stagnant water.,Medical
URGENT: Landslide in Wellampitiya. 15 houses buried. Need rescue team immediately.,Rescue
My grandfather is stuck in a tree in Gampaha (immediate danger).,Rescue
Help! My grandfather is bedridden and the water is knee deep. Location: Gampaha.,Medical
Does anyone have extra dry rations for the camp in Matara?,Supply
We are trapped in the attic in Nuwara Eliya. 8 kids. Water is entering.,Rescue
River overflow in Wellampitiya. Level 4.6m. Critical warning issued.,Utility
Gampaha hospital is requesting drinking water and food for patients.,Supply
Just arrived at the shelter in Kandy. It's crowded but safe.,Other
Please pray for Sri Lanka. Stay safe everyone.,Other
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
River overflow in Kelaniya. Level 5.9m. Critical warning issued.,Utility
Donation drive happening at the town hall in Nuwara Eliya tomorrow.,Other
My dog is missing in Kelaniya. Has anyone seen him?,Other
We need milk powder and diapers for 18 babies at the Matara camp.,Supply
Help! My uncle is bedridden and the water is knee deep. Location: Kelaniya.,Medical
Electricity restored in some parts of Gampaha. Infrastructure stable.,Utility
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
We are trapped in the attic in Badulla. 2 kids. Water is entering.,Rescue
Just saw on news that Ratnapura town is flooded. Hope everyone is safe.,Other
Requesting 500 liters of drinking water for the shelter in Colombo.,Supply
BREAKING: Water levels in Kelani River (Nuwara Eliya) have reached 9.9 meters. Warning!,Utility
SOS: 6 people trapped on a roof in Kolonnawa. Water rising fast.,Rescue
My dog is missing in Kandy. Has anyone seen him?,Other
My dog is missing in Matara. Has anyone seen him?,Other
My dog is missing in Wattala. Has anyone seen him?,Other
SOS: 2 people stranded on a rock in Kelani River. Water rising rapidly.,Rescue
URGENT: Landslide in Kelaniya. 2 houses buried. Need rescue team immediately.,Rescue
Just arrived at the shelter in Kelaniya. It's crowded but safe.,Other
Emergency: Ratnapura area flooded. People stranded on top of a van.,Rescue
Help! My sister is bedridden and the water is knee deep. Location: Kelaniya.,Medical
Donation needed: 11 packets of rice and curry for lunch in Wellampitiya.,Supply
Emergency: Colombo area flooded. People stranded on top of a van.,Rescue
Emergency: Badulla area flooded. People stranded on top of a van.,Rescue
The government has allocated relief funds for the Wattala district.,Other
Boat capsized in Ratnapura. 3 people in the water. Need help!,Rescue
Helicopter rescue needed for a group of hikers in Kelaniya.,Rescue
Gampaha hospital is requesting drinking water and food for patients.,Supply
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Is the highway open? I need to get to the airport from Kandy.,Utility
Please pray for Sri Lanka. Stay safe everyone.,Other
Please pray for Sri Lanka. Stay safe everyone.,Other
SOS: 2 people trapped on a roof in Matara. Water rising fast.,Rescue
The government has allocated relief funds for the Wellampitiya district.,Other
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Is the highway open? I need to get to the airport from Badulla.,Utility
SOS: 15 people stranded on a rock in Kalu Ganga. Water rising rapidly.,Rescue
Gampaha hospital is requesting drinking water and food for patients.,Supply
Gampaha hospital is requesting urgent medicine for 4 patients.,Medical
SOS: 3 people trapped on a roof in Ja-Ela. Water rising fast.,Rescue
The government has allocated relief funds for the Kegalle district.,Other
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Need ambulance to Kolonnawa for an elderly person with chest pain.,Medical
Need ambulance to Gampaha for an elderly person with chest pain.,Medical
URGENT: Landslide in Kegalle. 3 houses buried. Need rescue team immediately.,Rescue
River overflow in Kandy. Level 7.5m. Critical warning issued.,Utility
The government has allocated relief funds for the Kandy district.,Other
My dog is missing in Nuwara Eliya. Has anyone seen him?,Other
Need ambulance to Ratnapura for an elderly person with chest pain.,Medical
Update: Low Level Road road cleared near Wellampitiya. Traffic moving slowly.,Utility
Rescue needed: Pregnant woman in labor at Colombo. Cannot reach hospital.,Medical
Gampaha hospital is requesting drinking water and food for patients.,Supply
Please pray for Sri Lanka. Stay safe everyone.,Other
Gampaha hospital is requesting urgent medicine for 3 patients.,Medical
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Warning: Dengue risk is high in Kegalle due to stagnant water.,Medical
Requesting 500 liters of drinking water for the shelter in Nuwara Eliya.,Supply
Please pray for Sri Lanka. Stay safe everyone.,Other
SOS: 2 people trapped on a roof in Kegalle. Water rising fast.,Rescue
My sister has a high fever and we are cut off by floods in Matara.,Medical
Donation drive happening at the town hall in Badulla tomorrow.,Other
Boat capsized in Colombo. 17 people in the water. Need help!,Rescue
Emergency: Kelaniya area flooded. People stranded on top of a van.,Rescue
Help! My sister is bedridden and the water is knee deep. Location: Wellampitiya.,Medical
We need milk powder and diapers for 11 babies at the Gampaha camp.,Supply
Rescue needed: Pregnant woman in labor at Gampaha. Cannot reach hospital.,Medical
Donation drive happening at the town hall in Kegalle tomorrow.,Other
Just saw on news that Badulla town is flooded. Hope everyone is safe.,Other
Warning: Dengue risk is high in Kelaniya due to stagnant water.,Medical
Requesting 500 liters of drinking water for the shelter in Badulla.,Supply
We are trapped in the attic in Kelaniya. 14 kids. Water is entering.,Rescue
Requesting 500 liters of drinking water for the shelter in Badulla.,Supply
The government has allocated relief funds for the Ratnapura district.,Other
We are trapped in the attic in Wellampitiya. 18 kids. Water is entering.,Rescue
We are trapped in the attic in Nuwara Eliya. 16 kids. Water is entering.,Rescue
Update: Low Level Road road cleared near Ja-Ela. Traffic moving slowly.,Utility
BREAKING: Water levels in Kelani River (Nuwara Eliya) have reached 10.4 meters. Warning!,Utility
SOS: 6 people trapped on a roof in Gampaha. Water rising fast.,Rescue
Please pray for Sri Lanka. Stay safe everyone.,Other
Gampaha hospital is requesting urgent medicine for 9 patients.,Medical
Electricity restored in some parts of Colombo. Infrastructure stable.,Utility
Does anyone have extra dry rations for the camp in Gampaha?,Supply
SOS: 3 people trapped on a roof in Kandy. Water rising fast.,Rescue
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
I lost my ID card in the flood in Ratnapura. What should I do?,Other
My dog is missing in Wellampitiya. Has anyone seen him?,Other
My brother is stuck in a tree in Kandy (immediate danger).,Rescue
Just saw on news that Ja-Ela town is flooded. Hope everyone is safe.,Other
Donation needed: 11 packets of rice and curry for lunch in Nuwara Eliya.,Supply
We are trapped in the attic in Ratnapura. 9 kids. Water is entering.,Rescue
We need milk powder and diapers for 18 babies at the Kandy camp.,Supply
Road block at the entrance to the highway in Ratnapura. Avoid the area.,Utility
Update: Galle Road road cleared near Nuwara Eliya. Traffic moving slowly.,Utility
Emergency: Ja-Ela area flooded. People stranded on top of a van.,Rescue
SOS: 5 people stranded on a rock in Kelani River. Water rising rapidly.,Rescue
Emergency: Tree fell on a house in Nuwara Eliya. 9 injured.,Medical
Gampaha hospital is requesting urgent medicine for 14 patients.,Medical
SOS: 10 people stranded on a rock in Kalu Ganga. Water rising rapidly.,Rescue
I lost my ID card in the flood in Nuwara Eliya. What should I do?,Other
SOS: 19 people trapped on a roof in Wellampitiya. Water rising fast.,Rescue
Emergency: Tree fell on a house in Gampaha. 13 injured.,Medical
Requesting 500 liters of drinking water for the shelter in Ratnapura.,Supply
Electricity restored in some parts of Badulla. Infrastructure stable.,Utility
Rescue needed: Pregnant woman in labor at Wellampitiya. Cannot reach hospital.,Medical
We are trapped in the attic in Gampaha. 6 kids. Water is entering.,Rescue
Donation needed: 7 packets of rice and curry for lunch in Ja-Ela.,Supply
Gampaha hospital is requesting urgent medicine for 7 patients.,Medical
URGENT: Landslide in Nuwara Eliya. 2 houses buried. Need rescue team immediately.,Rescue
We need milk powder and diapers for 4 babies at the Wattala camp.,Supply
Donation drive happening at the town hall in Ja-Ela tomorrow.,Other
Electricity restored in some parts of Kolonnawa. Infrastructure stable.,Utility
Requesting 500 liters of drinking water for the shelter in Kolonnawa.,Supply
Gampaha hospital is requesting urgent medicine for 13 patients.,Medical
Donation needed: 15 packets of rice and curry for lunch in Nuwara Eliya.,Supply
Warning: Dengue risk is high in Wattala due to stagnant water.,Medical
We need blankets and clothes for the children at the Wattala school.,Supply
URGENT: Landslide in Matara. 12 houses buried. Need rescue team immediately.,Rescue
Gampaha hospital is requesting drinking water and food for patients.,Supply
Just saw on news that Matara town is flooded. Hope everyone is safe.,Other
We need blankets and clothes for the children at the Colombo school.,Supply
Donation drive happening at the town hall in Kegalle tomorrow.,Other
My uncle is stuck in a tree in Ja-Ela (immediate danger).,Rescue
Boat capsized in Kelaniya. 6 people in the water. Need help!,Rescue
SOS: 7 people trapped on a roof in Kegalle. Water rising fast.,Rescue
Gampaha hospital is requesting drinking water and food for patients.,Supply
The government has allocated relief funds for the Kelaniya district.,Other
SOS: 4 people trapped on a roof in Kandy. Water rising fast.,Rescue
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
I lost my ID card in the flood in Badulla. What should I do?,Other
Update: High Level Road road cleared near Kegalle. Traffic moving slowly.,Utility
My neighbor has a high fever and we are cut off by floods in Colombo.,Medical
My brother is stuck in a tree in Kandy (immediate danger).,Rescue
I lost my ID card in the flood in Ratnapura. What should I do?,Other
Road block at the entrance to the highway in Nuwara Eliya. Avoid the area.,Utility
Is the highway open? I need to get to the airport from Kegalle.,Utility
Gampaha hospital is requesting urgent medicine for 17 patients.,Medical
Road block at the entrance to the highway in Colombo. Avoid the area.,Utility
My dog is missing in Nuwara Eliya. Has anyone seen him?,Other
We need blankets and clothes for the children at the Nuwara Eliya school.,Supply
Does anyone have extra dry rations for the camp in Gampaha?,Supply
Donation drive happening at the town hall in Colombo tomorrow.,Other
Donation needed: 14 packets of rice and curry for lunch in Wattala.,Supply
URGENT: Landslide in Kolonnawa. 19 houses buried. Need rescue team immediately.,Rescue
Emergency: Nuwara Eliya area flooded. People stranded on top of a van.,Rescue
My dog is missing in Ratnapura. Has anyone seen him?,Other
Please pray for Sri Lanka. Stay safe everyone.,Other
URGENT: Landslide in Ja-Ela. 7 houses buried. Need rescue team immediately.,Rescue
Requesting 500 liters of drinking water for the shelter in Wellampitiya.,Supply
Gampaha hospital is requesting urgent medicine for 8 patients.,Medical
Donation needed: 16 packets of rice and curry for lunch in Matara.,Supply
Donation drive happening at the town hall in Kandy tomorrow.,Other
Donation drive happening at the town hall in Kandy tomorrow.,Other
I lost my ID card in the flood in Ja-Ela. What should I do?,Other
My sister has a high fever and we are cut off by floods in Badulla.,Medical
Gampaha hospital is requesting urgent medicine for 12 patients.,Medical
Requesting 500 liters of drinking water for the shelter in Badulla.,Supply
Road block at the entrance to the highway in Kegalle. Avoid the area.,Utility
Gampaha hospital is requesting drinking water and food for patients.,Supply
I lost my ID card in the flood in Kelaniya. What should I do?,Other
I lost my ID card in the flood in Badulla. What should I do?,Other
Does anyone have extra dry rations for the camp in Kolonnawa?,Supply
Help! My sister is bedridden and the water is knee deep. Location: Colombo.,Medical
Emergency: Tree fell on a house in Kandy. 2 injured.,Medical
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
We are trapped in the attic in Wattala. 11 kids. Water is entering.,Rescue
Need ambulance to Kegalle for an elderly person with chest pain.,Medical
We need blankets and clothes for the children at the Wellampitiya school.,Supply
Gampaha hospital is requesting urgent medicine for 8 patients.,Medical
SOS: 5 people stranded on a rock in Nilwala River. Water rising rapidly.,Rescue
We are trapped in the attic in Wattala. 10 kids. Water is entering.,Rescue
Please pray for Sri Lanka. Stay safe everyone.,Other
Please pray for Sri Lanka. Stay safe everyone.,Other
We need milk powder and diapers for 16 babies at the Gampaha camp.,Supply
Just arrived at the shelter in Colombo. It's crowded but safe.,Other
Is the highway open? I need to get to the airport from Kolonnawa.,Utility
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Electricity restored in some parts of Kegalle. Infrastructure stable.,Utility
Electricity restored in some parts of Kegalle. Infrastructure stable.,Utility
My dog is missing in Wellampitiya. Has anyone seen him?,Other
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Just arrived at the shelter in Badulla. It's crowded but safe.,Other
My dog is missing in Colombo. Has anyone seen him?,Other
We are trapped in the attic in Kegalle. 8 kids. Water is entering.,Rescue
Road block at the entrance to the highway in Ja-Ela. Avoid the area.,Utility
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Emergency: Wellampitiya area flooded. People stranded on top of a van.,Rescue
URGENT: Landslide in Kelaniya. 15 houses buried. Need rescue team immediately.,Rescue
Donation drive happening at the town hall in Badulla tomorrow.,Other
Road block at the entrance to the highway in Wellampitiya. Avoid the area.,Utility
We need milk powder and diapers for 7 babies at the Wellampitiya camp.,Supply
Emergency: Tree fell on a house in Nuwara Eliya. 13 injured.,Medical
My grandfather has a high fever and we are cut off by floods in Ja-Ela.,Medical
Gampaha hospital is requesting urgent medicine for 13 patients.,Medical
The government has allocated relief funds for the Matara district.,Other
We need blankets and clothes for the children at the Wellampitiya school.,Supply
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Requesting 500 liters of drinking water for the shelter in Kandy.,Supply
We need blankets and clothes for the children at the Badulla school.,Supply
Update: Kandy Road road cleared near Wattala. Traffic moving slowly.,Utility
Requesting 500 liters of drinking water for the shelter in Colombo.,Supply
Emergency: Tree fell on a house in Gampaha. 19 injured.,Medical
SOS: 5 people trapped on a roof in Colombo. Water rising fast.,Rescue
Rescue needed: Pregnant woman in labor at Nuwara Eliya. Cannot reach hospital.,Medical
Warning: Dengue risk is high in Gampaha due to stagnant water.,Medical
Help! My grandfather is bedridden and the water is knee deep. Location: Badulla.,Medical
SOS: 12 people trapped on a roof in Wellampitiya. Water rising fast.,Rescue
Boat capsized in Kegalle. 2 people in the water. Need help!,Rescue
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Need ambulance to Badulla for an elderly person with chest pain.,Medical
The government has allocated relief funds for the Wattala district.,Other
Donation drive happening at the town hall in Matara tomorrow.,Other
Just saw on news that Kelaniya town is flooded. Hope everyone is safe.,Other
Just saw on news that Badulla town is flooded. Hope everyone is safe.,Other
We need milk powder and diapers for 11 babies at the Kegalle camp.,Supply
My sister is stuck in a tree in Kandy (immediate danger).,Rescue
Just saw on news that Kegalle town is flooded. Hope everyone is safe.,Other
My dog is missing in Matara. Has anyone seen him?,Other
My dog is missing in Wattala. Has anyone seen him?,Other
SOS: 18 people stranded on a rock in Kalu Ganga. Water rising rapidly.,Rescue
I lost my ID card in the flood in Kolonnawa. What should I do?,Other
Emergency: Tree fell on a house in Matara. 9 injured.,Medical
Rescue needed: Pregnant woman in labor at Nuwara Eliya. Cannot reach hospital.,Medical
My uncle is stuck in a tree in Wattala (immediate danger).,Rescue
We are trapped in the attic in Wattala. 13 kids. Water is entering.,Rescue
Boat capsized in Kegalle. 11 people in the water. Need help!,Rescue
Need ambulance to Wattala for an elderly person with chest pain.,Medical
We need blankets and clothes for the children at the Kegalle school.,Supply
Road block at the entrance to the highway in Matara. Avoid the area.,Utility
SOS: 18 people trapped on a roof in Wattala. Water rising fast.,Rescue
Just saw on news that Colombo town is flooded. Hope everyone is safe.,Other
SOS: 19 people stranded on a rock in Mahaweli River. Water rising rapidly.,Rescue
Emergency: Kolonnawa area flooded. People stranded on top of a van.,Rescue
Need ambulance to Badulla for an elderly person with chest pain.,Medical
Need ambulance to Matara for an elderly person with chest pain.,Medical
Donation drive happening at the town hall in Wattala tomorrow.,Other
River overflow in Nuwara Eliya. Level 8.3m. Critical warning issued.,Utility
My grandmother has a high fever and we are cut off by floods in Wattala.,Medical
Warning: Dengue risk is high in Kegalle due to stagnant water.,Medical
Just saw on news that Matara town is flooded. Hope everyone is safe.,Other
Just saw on news that Wattala town is flooded. Hope everyone is safe.,Other
Is the highway open? I need to get to the airport from Wattala.,Utility
We are trapped in the attic in Kegalle. 19 kids. Water is entering.,Rescue
SOS: 14 people trapped on a roof in Gampaha. Water rising fast.,Rescue
Boat capsized in Kolonnawa. 15 people in the water. Need help!,Rescue
My grandmother has a high fever and we are cut off by floods in Colombo.,Medical
I lost my ID card in the flood in Kelaniya. What should I do?,Other
Does anyone have extra dry rations for the camp in Colombo?,Supply
My sister is stuck in a tree in Kolonnawa (immediate danger).,Rescue
Donation drive happening at the town hall in Colombo tomorrow.,Other
We are trapped in the attic in Ratnapura. 17 kids. Water is entering.,Rescue
Emergency: Tree fell on a house in Matara. 12 injured.,Medical
My brother has a high fever and we are cut off by floods in Kegalle.,Medical
My grandfather has a high fever and we are cut off by floods in Ja-Ela.,Medical
Gampaha hospital is requesting urgent medicine for 11 patients.,Medical
Requesting 500 liters of drinking water for the shelter in Ja-Ela.,Supply
Does anyone have extra dry rations for the camp in Kandy?,Supply
Does anyone have extra dry rations for the camp in Wellampitiya?,Supply
Is the highway open? I need to get to the airport from Kegalle.,Utility
Just saw on news that Badulla town is flooded. Hope everyone is safe.,Other
Just arrived at the shelter in Kelaniya. It's crowded but safe.,Other
Help! My uncle is bedridden and the water is knee deep. Location: Badulla.,Medical
Just saw on news that Colombo town is flooded. Hope everyone is safe.,Other
Gampaha hospital is requesting urgent medicine for 15 patients.,Medical
Helicopter rescue needed for a group of hikers in Kegalle.,Rescue
We need milk powder and diapers for 4 babies at the Wellampitiya camp.,Supply
Gampaha hospital is requesting drinking water and food for patients.,Supply
BREAKING: Water levels in Mahaweli River (Kegalle) have reached 5.8 meters. Warning!,Utility
We need milk powder and diapers for 11 babies at the Wattala camp.,Supply
Just saw on news that Kegalle town is flooded. Hope everyone is safe.,Other
URGENT: Landslide in Kolonnawa. 8 houses buried. Need rescue team immediately.,Rescue
Boat capsized in Nuwara Eliya. 20 people in the water. Need help!,Rescue
Just saw on news that Kandy town is flooded. Hope everyone is safe.,Other
Warning: Dengue risk is high in Ratnapura due to stagnant water.,Medical
Help! My uncle is bedridden and the water is knee deep. Location: Badulla.,Medical
Road block at the entrance to the highway in Ratnapura. Avoid the area.,Utility
My sister has a high fever and we are cut off by floods in Matara.,Medical
Emergency: Tree fell on a house in Ja-Ela. 7 injured.,Medical
Requesting 500 liters of drinking water for the shelter in Wattala.,Supply
Donation drive happening at the town hall in Wattala tomorrow.,Other
We need blankets and clothes for the children at the Badulla school.,Supply
I lost my ID card in the flood in Kelaniya. What should I do?,Other
We need milk powder and diapers for 13 babies at the Kegalle camp.,Supply
Requesting 500 liters of drinking water for the shelter in Matara.,Supply
The government has allocated relief funds for the Gampaha district.,Other
We need blankets and clothes for the children at the Badulla school.,Supply
We need milk powder and diapers for 17 babies at the Gampaha camp.,Supply
Please pray for Sri Lanka. Stay safe everyone.,Other
My dog is missing in Gampaha. Has anyone seen him?,Other
My grandfather is stuck in a tree in Wellampitiya (immediate danger).,Rescue
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
BREAKING: Water levels in Kalu Ganga (Nuwara Eliya) have reached 9.8 meters. Warning!,Utility
Just arrived at the shelter in Wellampitiya. It's crowded but safe.,Other
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Boat capsized in Wellampitiya. 14 people in the water. Need help!,Rescue
Does anyone have extra dry rations for the camp in Gampaha?,Supply
We are trapped in the attic in Ratnapura. 6 kids. Water is entering.,Rescue
Requesting 500 liters of drinking water for the shelter in Wellampitiya.,Supply
Just saw on news that Gampaha town is flooded. Hope everyone is safe.,Other
BREAKING: Water levels in Kalu Ganga (Wattala) have reached 4.8 meters. Warning!,Utility
Donation drive happening at the town hall in Wellampitiya tomorrow.,Other
Does anyone have extra dry rations for the camp in Wellampitiya?,Supply
URGENT: Landslide in Colombo. 20 houses buried. Need rescue team immediately.,Rescue
Donation needed: 9 packets of rice and curry for lunch in Kandy.,Supply
The government has allocated relief funds for the Badulla district.,Other
We are trapped in the attic in Kolonnawa. 8 kids. Water is entering.,Rescue
Donation needed: 14 packets of rice and curry for lunch in Ratnapura.,Supply
Emergency: Kegalle area flooded. People stranded on top of a van.,Rescue
SOS: 6 people stranded on a rock in Kalu Ganga. Water rising rapidly.,Rescue
Road block at the entrance to the highway in Matara. Avoid the area.,Utility
I lost my ID card in the flood in Colombo. What should I do?,Other
Electricity restored in some parts of Colombo. Infrastructure stable.,Utility
Gampaha hospital is requesting drinking water and food for patients.,Supply
Donation drive happening at the town hall in Kolonnawa tomorrow.,Other
I lost my ID card in the flood in Nuwara Eliya. What should I do?,Other
Does anyone have extra dry rations for the camp in Ja-Ela?,Supply
Requesting 500 liters of drinking water for the shelter in Gampaha.,Supply
Does anyone have extra dry rations for the camp in Kolonnawa?,Supply
Does anyone have extra dry rations for the camp in Kolonnawa?,Supply
Gampaha hospital is requesting drinking water and food for patients.,Supply
Just saw on news that Kolonnawa town is flooded. Hope everyone is safe.,Other
Donation needed: 9 packets of rice and curry for lunch in Colombo.,Supply
URGENT: Landslide in Ja-Ela. 2 houses buried. Need rescue team immediately.,Rescue
River overflow in Colombo. Level 9.5m. Critical warning issued.,Utility
Update: High Level Road road cleared near Wattala. Traffic moving slowly.,Utility
My dog is missing in Ratnapura. Has anyone seen him?,Other
Boat capsized in Ratnapura. 14 people in the water. Need help!,Rescue
Does anyone have extra dry rations for the camp in Gampaha?,Supply
We need milk powder and diapers for 8 babies at the Kegalle camp.,Supply
Boat capsized in Badulla. 13 people in the water. Need help!,Rescue
SOS: 18 people trapped on a roof in Wellampitiya. Water rising fast.,Rescue
BREAKING: Water levels in Kalu Ganga (Kandy) have reached 6.6 meters. Warning!,Utility
We need milk powder and diapers for 4 babies at the Kegalle camp.,Supply
BREAKING: Water levels in Kalu Ganga (Colombo) have reached 9.6 meters. Warning!,Utility
Just saw on news that Kelaniya town is flooded. Hope everyone is safe.,Other
BREAKING: Water levels in Kelani River (Nuwara Eliya) have reached 4.6 meters. Warning!,Utility
Electricity restored in some parts of Kegalle. Infrastructure stable.,Utility
I lost my ID card in the flood in Gampaha. What should I do?,Other
My neighbor is stuck in a tree in Kegalle (immediate danger).,Rescue
Help! My uncle is bedridden and the water is knee deep. Location: Badulla.,Medical
We are trapped in the attic in Kegalle. 16 kids. Water is entering.,Rescue
Does anyone have extra dry rations for the camp in Kolonnawa?,Supply
SOS: 19 people stranded on a rock in Kelani River. Water rising rapidly.,Rescue
Is the highway open? I need to get to the airport from Nuwara Eliya.,Utility
My sister is stuck in a tree in Matara (immediate danger).,Rescue
My neighbor has a high fever and we are cut off by floods in Nuwara Eliya.,Medical
Emergency: Tree fell on a house in Wellampitiya. 11 injured.,Medical
Is the highway open? I need to get to the airport from Kegalle.,Utility
Just saw on news that Kelaniya town is flooded. Hope everyone is safe.,Other
Update: Low Level Road road cleared near Ja-Ela. Traffic moving slowly.,Utility
Donation drive happening at the town hall in Wellampitiya tomorrow.,Other
Is the highway open? I need to get to the airport from Matara.,Utility
We need blankets and clothes for the children at the Kandy school.,Supply
URGENT: Landslide in Nuwara Eliya. 13 houses buried. Need rescue team immediately.,Rescue
Road block at the entrance to the highway in Kegalle. Avoid the area.,Utility
Just saw on news that Badulla town is flooded. Hope everyone is safe.,Other
Donation needed: 2 packets of rice and curry for lunch in Kelaniya.,Supply
My uncle has a high fever and we are cut off by floods in Kegalle.,Medical
Donation drive happening at the town hall in Colombo tomorrow.,Other
URGENT: Landslide in Colombo. 16 houses buried. Need rescue team immediately.,Rescue
Warning: Dengue risk is high in Wellampitiya due to stagnant water.,Medical
We are trapped in the attic in Kolonnawa. 6 kids. Water is entering.,Rescue
Emergency: Gampaha area flooded. People stranded on top of a van.,Rescue
Help! My neighbor is bedridden and the water is knee deep. Location: Nuwara Eliya.,Medical
BREAKING: Water levels in Nilwala River (Kolonnawa) have reached 9.8 meters. Warning!,Utility
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
My dog is missing in Nuwara Eliya. Has anyone seen him?,Other
Emergency: Tree fell on a house in Kelaniya. 10 injured.,Medical
URGENT: Landslide in Badulla. 15 houses buried. Need rescue team immediately.,Rescue
Donation drive happening at the town hall in Kelaniya tomorrow.,Other
Emergency: Tree fell on a house in Ja-Ela. 13 injured.,Medical
The government has allocated relief funds for the Kandy district.,Other
Boat capsized in Kolonnawa. 12 people in the water. Need help!,Rescue
Gampaha hospital is requesting drinking water and food for patients.,Supply
Boat capsized in Kolonnawa. 13 people in the water. Need help!,Rescue
Just arrived at the shelter in Badulla. It's crowded but safe.,Other
Requesting 500 liters of drinking water for the shelter in Gampaha.,Supply
Help! My grandfather is bedridden and the water is knee deep. Location: Gampaha.,Medical
Boat capsized in Nuwara Eliya. 17 people in the water. Need help!,Rescue
Gampaha hospital is requesting drinking water and food for patients.,Supply
Is the highway open? I need to get to the airport from Gampaha.,Utility
Does anyone have extra dry rations for the camp in Nuwara Eliya?,Supply
Donation drive happening at the town hall in Colombo tomorrow.,Other
My uncle has a high fever and we are cut off by floods in Gampaha.,Medical
Warning: Dengue risk is high in Kelaniya due to stagnant water.,Medical
Emergency: Nuwara Eliya area flooded. People stranded on top of a van.,Rescue
Gampaha hospital is requesting urgent medicine for 3 patients.,Medical
